,Company Name,Job Title,Salaries Reported,Location,Salary
522,K-Arogia Advisory Services,Data Scientist,1,Bangalore,313464
523,Group IMD,Data Scientist,1,Bangalore,1221368
524,AAP,Data Scientist,1,Bangalore,321161
525,Lumen,Data Scientist,1,Bangalore,2903556
526,Autodesk,Data Scientist,1,Bangalore,1868000
527,St. John’s Research Institute,Data Scientist,1,Bangalore,600000
528,Sravathi Advance Process Technologies,Data Scientist,1,Bangalore,365016
529,Shssns,Data Scientist,1,Bangalore,502448
530,CSS Corporation,Data Scientist,1,Bangalore,1709915
531,Pegasystems,Data Scientist,1,Bangalore,1198038
532,Flutura,Data Scientist,1,Bangalore,1103782
533,Tata Elxsi,Data Scientist,1,Bangalore,950636
534,Gainsight,Data Scientist,1,Bangalore,1300000
535,Credit Saison India,Data Scientist,1,Bangalore,2332149
536,Sourav Besra,Data Scientist,1,Bangalore,120000
537,HDFC ERGO Health Insurance,Data Scientist,1,Bangalore,500000
538,Voice Data Solutions,Data Scientist,1,Bangalore,2046452
539,AXA GO Business Operations,Data Scientist,1,Bangalore,1477340
540,CSC,Data Scientist,1,Bangalore,1043598
541,Ugam,Data Scientist,1,Bangalore,2141072
542,BigHaat,Data Scientist,1,Bangalore,180588
543,SKF,Data Scientist,1,Bangalore,829587
544,Rubixe,Data Scientist,1,Bangalore,420000
545,Silicon Valley Bank,Data Scientist,1,Bangalore,226047
546,NNT Corp.,Data Scientist,1,Bangalore,1700000
547,Congregation Brit Shalom,Data Scientist,1,Bangalore,619069
548,Prometheus Group,Data Scientist,1,Bangalore,2000000
549,Aashish sharma,Data Scientist,1,Bangalore,1225579
550,LinkedIn,Data Scientist,1,Bangalore,659544
551,Datalicious,Data Scientist,1,Bangalore,1621204
552,Quinbay,Data Scientist,1,Bangalore,304193
553,Bajaj Finance,Data Scientist,1,Bangalore,1637162
554,VINAYA KUMAR,Data Scientist,1,Bangalore,800000
555,Real Time Signals,Data Scientist,1,Bangalore,344648
556,Zealeers Technologies,Data Scientist,1,Bangalore,963482
557,Alliance Data,Data Scientist,1,Bangalore,423672
558,Lava International,Data Scientist,1,Bangalore,641727
559,Impact Analytics,Data Scientist,1,Bangalore,307944
560,NetApp,Data Scientist,1,Bangalore,1000000
561,Anheuser-Busch InBev,Data Scientist,1,Bangalore,1124740
562,Siemens,Data Scientist,1,Bangalore,495252
563,Microland,Data Scientist,1,Bangalore,3070054
564,Rubixe,Data Scientist,1,Bangalore,371436
565,Piramal Enterprises,Data Scientist,1,Bangalore,1430000
566,Synopsys,Data Scientist,1,Bangalore,382412
567,Kukun enterprise,Data Scientist,1,Bangalore,1558095
568,Sahaj Software Solutions,Data Scientist,1,Bangalore,904403
569,AnalytixLabs,Data Scientist,1,Bangalore,516972
570,SM NetServ Technologies,Data Scientist,1,Bangalore,600000
571,Colt Technology Services,Data Scientist,1,Bangalore,1000000
572,Walmart Global Tech,Data Scientist,1,Bangalore,674844
573,Global Talent Pool,Data Scientist,1,Bangalore,1980492
574,Société Générale,Data Scientist,1,Bangalore,9568943
575,R.S. Agarwal & Associates,Data Scientist,1,Bangalore,674844
576,Digité,Data Scientist,1,Bangalore,248880
577,HWI,Data Scientist,1,Bangalore,1687111
578,Corvi LED Light,Data Scientist,1,Bangalore,622188
579,Naveen Engineering,Data Scientist,1,Bangalore,123816
580,NCBS,Data Scientist,1,Bangalore,425761
581,Coursera,Data Scientist,1,Bangalore,48000
582,Rubicon Red,Data Scientist,1,Bangalore,561000
583,Arjun Kappor,Data Scientist,1,Bangalore,675000
584,Brisk Technologies,Data Scientist,1,Bangalore,802609
585,MiQ,Data Scientist,1,Bangalore,166140358.4
586,Eat Local Eat Natural,Data Scientist,1,Bangalore,321156
587,Nityo Infotech,Data Scientist,1,Bangalore,401958
588,Analysts,Data Scientist,1,Bangalore,830984
589,Attra,Data Scientist,1,Bangalore,2700000
590,Zopper,Data Scientist,1,Bangalore,2360899
591,Innodatatics,Data Scientist,1,Bangalore,845000
592,myGate,Data Scientist,1,Bangalore,1343505
593,Jaitra,Data Scientist,1,Bangalore,1517028
594,SLK Group,Data Scientist,1,Bangalore,259682
595,CAP FORCE,Data Scientist,1,Bangalore,224364
596,Darashaw Consultants,Data Scientist,1,Bangalore,208977
597,Tapzo,Data Scientist,1,Bangalore,314760
598,Synopsys,Data Scientist,1,Bangalore,360000
599,Kapil IT Solutions,Data Scientist,1,Bangalore,206356
600,LatentView Analytics,Data Scientist,1,Bangalore,462369
601,Ocwen Financial,Data Scientist,1,Bangalore,1221368
602,K & K Technical Group,Data Scientist,1,Bangalore,212940
603,Cornerstone OnDemand,Data Scientist,1,Bangalore,1883009
604,American Language Communication Center,Data Scientist,1,Bangalore,1013978
605,TerraBlue XT,Data Scientist,1,Bangalore,421370
606,Kabbage,Data Scientist,1,Bangalore,404907
607,GetMyUni,Data Scientist,1,Bangalore,856429
608,Nones,Data Scientist,1,Bangalore,100000
609,EMPLOYERS,Data Scientist,1,Bangalore,1238138
610,Pluto7,Data Scientist,1,Bangalore,590820
611,shruti pateriya,Data Scientist,1,Bangalore,622188
612,Infinite Computer Solutions,Data Scientist,1,Bangalore,1673063
613,TVM Infotech,Data Scientist,1,Bangalore,247008
614,Impact Analytics,Data Scientist,1,Bangalore,850169
615,Crytonix Solutions,Data Scientist,1,Bangalore,500000
616,Motorola Solutions,Data Scientist,1,Bangalore,1451778
617,TCS e-Serve International,Data Scientist,1,Bangalore,1163669
618,Admit.me,Data Scientist,1,Bangalore,1973587
619,Envestnet,Data Scientist,1,Bangalore,1566004
620,ExcelR,Data Scientist,1,Bangalore,370468
621,Digité,Data Scientist,1,Bangalore,811180
622,REACH Technologies,Data Scientist,1,Bangalore,134964
623,Enquero,Data Scientist,1,Bangalore,1029200
624,KPMG,Data Scientist,1,Bangalore,1622364
625,CrowdANALYTIX,Data Scientist,1,Bangalore,750000
626,The Alacer Group,Data Scientist,1,Bangalore,1558095
627,Yodlee,Data Scientist,1,Bangalore,472392
628,The General,Data Scientist,1,Bangalore,1000000
629,Cerulean Information Technology,Data Scientist,1,Bangalore,1027486
630,Srijan Technologies,Data Scientist,1,Bangalore,1029200
631,Google,Data Scientist,1,Bangalore,5000000
632,Rajat Minerals,Data Scientist,1,Bangalore,371441
633,Sanjay Ghodawat Group of Institutions,Data Scientist,1,Bangalore,550000
634,TeamLease Staffing Solutions,Data Scientist,1,Bangalore,506989
635,Jarvis Technology & Strategy Consulting,Data Scientist,1,Bangalore,1253863
636,TELiBrahma,Data Scientist,1,Bangalore,642324
637,IDK,Data Scientist,1,Bangalore,602937
638,HTC Global Services,Data Scientist,1,Bangalore,800000
639,BizViz Technologies,Data Scientist,1,Bangalore,341748
640,CAPA - Centre for Aviation,Data Scientist,1,Bangalore,5995002
641,CoffeeBeans Consulting,Data Scientist,1,Bangalore,668498
642,Neewee,Data Scientist,1,Bangalore,185256
643,Aegis,Data Scientist,1,Bangalore,360220
644,RDA Labs,Data Scientist,1,Bangalore,1994432
645,iNurture Education Solutions,Data Scientist,1,Bangalore,182520
646,IBM,Data Scientist,1,Bangalore,1203913
647,GE,Data Scientist,1,Bangalore,488541
648,Nagendran & Co,Data Scientist,1,Bangalore,601957
649,Avian Acquisition,Data Scientist,1,Bangalore,1391697
650,NIT Jalandhar,Data Scientist,1,Bangalore,480000
651,Indecomm Global Services,Data Scientist,1,Bangalore,1498750
652,Scalein,Data Scientist,1,Bangalore,1498750
653,Ritwik IT Services,Data Scientist,1,Bangalore,8666964
654,DBS Bank,Data Scientist,1,Bangalore,1558095
655,Wells Fargo,Data Scientist,1,Bangalore,1832052
656,Fiverr Inc.,Data Scientist,1,Bangalore,365028
657,BuddhiMed Technologies,Data Scientist,1,Bangalore,1298412
658,Infosys,Data Scientist,1,Bangalore,38851891.22
659,Wizely,Data Scientist,1,Bangalore,2455743
660,Nestaway Technologies,Data Scientist,1,Bangalore,1708740
661,Mate Labs,Data Scientist,1,Bangalore,202452
662,Artis signature,Data Scientist,1,Bangalore,7524456
663,Sprinklr,Data Scientist,1,Bangalore,385392
664,Niama-Riesser,Data Scientist,1,Bangalore,251393
665,Edyoo Technologies,Data Scientist,1,Bangalore,400000
666,CareerNet Consulting,Data Scientist,1,Bangalore,2376590
667,OTO Capital,Data Scientist,1,Bangalore,1746726
668,OkCredit,Data Scientist,1,Bangalore,301469
669,Rapido,Data Scientist,1,Bangalore,2700000
670,Ninestars Information Technologies,Data Scientist,1,Bangalore,325000
671,ORMAE,Data Scientist,1,Bangalore,899256
672,Amar Singh Chawal Wala,Data Scientist,1,Bangalore,1693803
673,D2K Technologies India,Data Scientist,1,Bangalore,218388
674,W.O. Insurance Brokers,Data Scientist,1,Bangalore,351141
675,Indian Institute of Science,Data Scientist,1,Bangalore,1849475
676,Apra Labs,Data Scientist,1,Bangalore,1298760
677,Clairvolex,Data Scientist,1,Bangalore,1600000
678,Amazon,Data Scientist,1,Bangalore,999998
679,EagleView,Data Scientist,1,Bangalore,451008
680,Samsung India Electronics,Data Scientist,1,Bangalore,161554
681,Syhg,Data Scientist,1,Bangalore,600000
682,NIIT,Data Scientist,1,Bangalore,700000
683,Navigare,Data Scientist,1,Bangalore,1003261
684,Insight Data Science,Data Scientist,1,Bangalore,300000
685,Self,Data Scientist,1,Bangalore,846233
686,Datalogic,Data Scientist,1,Bangalore,200000
687,XYZ,Data Scientist,1,Bangalore,300000
688,GlobalData,Data Scientist,1,Bangalore,365028
689,KhataBook,Data Scientist,1,Bangalore,2433547
690,Meta,Data Scientist,1,Bangalore,4514674
691,Invendis Technologies India,Data Scientist,1,Bangalore,1507343
692,Johnson Controls,Data Scientist,1,Bangalore,1238138
693,Toyota North America,Data Scientist,1,Bangalore,912580
694,Yotta Systems,Data Scientist,1,Bangalore,461916
695,AIndra Labs,Data Scientist,1,Bangalore,304188
696,Neha Bhakat,Data Scientist,1,Bangalore,700011
697,IDC (International Data Corporation),Data Scientist,1,Bangalore,452203
698,Batlivala & Karani Securities,Data Scientist,1,Bangalore,7410240
699,& Other Stories,Data Scientist,1,Bangalore,722247
700,Play Games24x7,Data Scientist,1,Bangalore,2000000
701,Sportz Village Schools,Data Scientist,1,Bangalore,371748
702,CoRover,Data Scientist,1,Bangalore,133704
703,Fresherworld.com,Data Scientist,1,Bangalore,730802
704,Abhinav Immigration Services Pvt. Ltd.,Data Scientist,1,Bangalore,1324539
705,Tekion,Data Scientist,1,Bangalore,1983605
706,Dollar Loan Center,Data Scientist,1,Bangalore,1031782
707,Lincode,Data Scientist,1,Bangalore,608387
708,Sigmoid Analytics,Data Scientist,1,Bangalore,1203913
709,Blah,Data Scientist,1,Bangalore,1044003
710,Genpact,Data Scientist,1,Bangalore,148572
711,Musubi Management,Data Scientist,1,Bangalore,847860
712,Searce,Data Scientist,1,Bangalore,601957
713,First Student,Data Scientist,1,Bangalore,246600
714,CSIR-NGRI,Data Scientist,1,Bangalore,337428
715,Schneider Electric,Data Scientist,1,Bangalore,433716
716,Smarter BIZ Technologies,Data Scientist,1,Bangalore,518492
717,INSUD PHARMA,Data Scientist,1,Bangalore,600000
718,Routematic,Data Scientist,1,Bangalore,1216773
719,Multi Recruit,Data Scientist,1,Bangalore,1937670
720,kanth,Data Scientist,1,Bangalore,180000
721,Simplify360,Data Scientist,1,Bangalore,189616
722,ZestMoney,Data Scientist,1,Bangalore,1541228
723,Cisco Systems,Data Scientist,1,Bangalore,807768
724,Himani,Data Scientist,1,Bangalore,500000
725,redBus India,Data Scientist,1,Bangalore,2194861
726,qplum,Data Scientist,1,Bangalore,4885471
727,Rajat Basak,Data Scientist,1,Bangalore,501630
728,Kyndryl,Data Scientist,1,Bangalore,900000
729,Analytical Wizards,Data Scientist,1,Bangalore,371748
730,YGroup Companies,Data Scientist,1,Bangalore,1600600
731,Virtual Employee,Data Scientist,1,Bangalore,264000
732,Suhana Shabnam,Data Scientist,1,Bangalore,2073969
733,Elasto Tech Industries,Data Scientist,1,Bangalore,883159
734,Anonymous,Data Scientist,1,Bangalore,601957
735,Saksoft,Data Scientist,1,Bangalore,1880795
736,Neviton,Data Scientist,1,Bangalore,1123652
737,High Peak Software,Data Scientist,1,Bangalore,900000
738,Fiscalia General de Justicia del Estado de Mexico,Data Scientist,1,Bangalore,214107
739,Megha Engineering and Infrastructure,Data Scientist,1,Bangalore,215952
740,Zebra Technologies,Data Scientist,1,Bangalore,1239174
741,na,Data Scientist,1,Bangalore,500000
742,JoulestoWatts Business Solutions,Data Scientist,1,Bangalore,807768
743,NoBroker,Data Scientist,1,Bangalore,1244376
744,Airbus,Data Scientist,1,Bangalore,1027716
745,Jupiter Money,Data Scientist,1,Bangalore,1926965
746,Unified Healthcare Group,Data Scientist,1,Bangalore,616488
747,DataScientest,Data Scientist,1,Bangalore,4911480
748,upGrad,Data Scientist,1,Bangalore,100490
749,Inceptua,Data Scientist,1,Bangalore,309535
750,Kinara Capital,Data Scientist,1,Bangalore,1003261
751,Hudl,Data Scientist,1,Bangalore,300978
752,Chemdiqas R & D,Data Scientist,1,Bangalore,666056
753,Freelance,Data Scientist,1,Bangalore,3250773
754,Tricog Health Services,Data Scientist,1,Bangalore,736073
755,Everyday Health Group,Data Scientist,1,Bangalore,1849758
756,Other,Data Scientist,1,Bangalore,1029200
757,Defence Research & Development Organisation,Data Scientist,1,Bangalore,159300
758,Raja Software Labs,Data Scientist,1,Bangalore,538385
759,Precifab Technologies,Data Scientist,1,Bangalore,439692
760,RockYou,Data Scientist,1,Bangalore,501630
761,JBT Corporation,Data Scientist,1,Bangalore,1252800
762,Nucsoft,Data Scientist,1,Bangalore,337422
763,Flip Robo,Data Scientist,1,Bangalore,422052
764,Dacasa Financeira,Data Scientist,1,Bangalore,3132009
765,Kaplan,Data Scientist,1,Bangalore,1960385
766,Speridian Technologies,Data Scientist,1,Bangalore,1066248
767,Evarcity,Data Scientist,1,Bangalore,361426
768,Danske IT and Support Services,Data Scientist,1,Bangalore,1635359
769,Unemployed Professors,Data Scientist,1,Bangalore,1238138
770,DataScientest,Data Scientist,1,Bangalore,502235
771,Target,Data Scientist,1,Bangalore,626928
772,down to up,Data Scientist,1,Bangalore,600000
773,lnterplast,Data Scientist,1,Bangalore,385392
774,Lucidity Consulting Group,Data Scientist,1,Bangalore,730068
775,Furlenco,Data Scientist,1,Bangalore,260064
776,MagicBricks,Data Scientist,1,Bangalore,1706945
777,Exdion,Data Scientist,1,Bangalore,601957
778,Happay,Data Scientist,1,Bangalore,969321
779,Automation Engineering,Data Scientist,1,Bangalore,360000
780,Government Engineering College,Data Scientist,1,Bangalore,405591
781,Eigenlytics,Data Scientist,1,Bangalore,256932
782,Sears,Data Scientist,1,Bangalore,852772
783,AdWyze,Data Scientist,1,Bangalore,380808
784,Apptio,Data Scientist,1,Bangalore,1500000
785,Accurence,Data Scientist,1,Bangalore,1227876
786,EXL Service,Data Scientist,1,Bangalore,888153
787,i4u Labs,Data Scientist,1,Bangalore,2992992
788,Amara Raja,Data Scientist,1,Bangalore,442032
789,IntelliPredikt Technologies,Data Scientist,1,Bangalore,602937
790,iFuture Robotics,Data Scientist,1,Bangalore,702283
791,pion.ai,Data Scientist,1,Bangalore,50613
792,tabdbjsdo,Data Scientist,1,Bangalore,1200000
793,Blackhawk Network,Data Scientist,1,Bangalore,1600000
794,Allianz,Data Scientist,1,Bangalore,295920
795,BT,Data Scientist,1,Bangalore,1350349
796,Infosys BPM,Data Scientist,1,Bangalore,731081
797,Dun & Bradstreet,Data Scientist,1,Bangalore,1904025
798,Zolo,Data Scientist,1,Bangalore,1221750
799,HSBC Electronic Data Processing India,Data Scientist,1,Bangalore,1622364
800,First Student,Data Scientist,1,Bangalore,675288
801,Inventeron Technologies And Business Solutions,Data Scientist,1,Bangalore,437437
802,qbeats,Data Scientist,1,Bangalore,480000
803,Symphony RetailAI,Data Scientist,1,Bangalore,1962431
804,College Internship Program,Data Scientist,1,Bangalore,182520
805,Goo-Goo Express Wash,Data Scientist,1,Bangalore,337422
806,Careerera,Data Scientist,1,Bangalore,1284643
807,Novozymes,Data Scientist,1,Bangalore,1841987
808,NeenOpal,Data Scientist,1,Bangalore,187920
809,neha gupta,Data Scientist,1,Bangalore,500000
810,Sling Media,Data Scientist,1,Bangalore,1206266
811,Futureware Technologies,Data Scientist,1,Bangalore,415492
812,Fortraiz Infosec,Data Scientist,1,Bangalore,823360
813,Confidential,Data Scientist,1,Bangalore,1432516
814,Freelancer,Data Scientist,1,Bangalore,723360
815,Maruti Suzuki,Data Scientist,1,Bangalore,360000
816,Maharshi,Data Scientist,1,Bangalore,783002
817,HSBC,Data Scientist,1,Bangalore,1200000
818,CommerceIQ,Data Scientist,1,Bangalore,2207174
819,Wipro,Data Scientist,1,Bangalore,1605804
820,Soroco,Data Scientist,1,Bangalore,1739484
821,StoneX,Data Scientist,1,Bangalore,1634312
822,Pluralsight,Data Scientist,1,Bangalore,1850000
823,Indian Statistical Institute,Data Scientist,1,Bangalore,325584
824,Samsung Research America,Data Scientist,1,Bangalore,1235040
825,Sabre,Data Scientist,1,Bangalore,2581613
826,Im a fresher stop asking me,Data Scientist,1,Bangalore,1400000
827,Tesco Bengaluru,Data Scientist,1,Bangalore,2512238
828,Big Data Science Research,Data Scientist,1,Bangalore,742880
829,Collabera,Data Scientist,1,Bangalore,511613
830,Gear up,Data Scientist,1,Bangalore,1125549
831,Allegion,Data Scientist,1,Bangalore,1288025
832,M-SIX Technology,Data Scientist,1,Bangalore,1012266
833,Evalueserve,Data Scientist,1,Bangalore,2000000
834,Orbinet Technologies,Data Scientist,1,Bangalore,8671344
835,InnovatorsBay,Data Scientist,1,Bangalore,692376
836,Epsilon,Data Scientist,1,Bangalore,1693373
837,Sravathi AI Technology,Data Scientist,1,Bangalore,700000
838,Reliance Industries,Data Scientist,1,Bangalore,562370
839,GrayMatter Software Services,Data Scientist,1,Bangalore,622191
840,Elpis IT Solutions,Data Scientist,1,Bangalore,1712858
